RSOCFO,FAMILLE,SOUS FAM,NARTAR,LARTAR,NBPCVL,PVTCPJ,STOCK,QTE EN CDE,GPV HH (30),GPV SU PL (130),GPV SU DJIBI (235),GPV HU (302),ASTEN HCP (230),QTE,ARTICLE
L3C,400,103,100540877,PARURE 3P 240X220 IMP P. AL 1643138,1,14000,0,0,,,,,,,
L3C,400,103,100540895,PARURE 3P 260X240 IMP P.PREC1642962,1,17000,0,0,,,,,,,
L3C,400,103,100540903,PARURE 2P 140X200 IMP LV.HT 1643353,1,9000,0,0,,,,,,,
L3C,400,220,100553760,NAPPE RECT.150X240CM PRUNE 1722417,1,9500,0,0,,,,,,,
L3C,400,220,100553763,NAPPE RECT.150X240CM ANTH.1722421,1,9500,0,0,,,,,,,
L3C,400,220,100553777,NAPPE RECT.150X240CM PASTEQ.1722438,1,9500,0,0,,,,,,,
L3C,400,220,100553811,NAPPE RECT.150X240CM GEOP.1722584,1,9500,0,0,,,,,,,
L3C,400,220,100553812,NAPPE RECT.150C240CM GEO.GR.1722585,1,9500,0,0,,,,,,,
L3C,400,220,100553814,NAPPE RECT.150X240 HAWAINA 1722620,1,9500,0,0,,,,,,,
L3C,400,220,100553815,NAPPE RECT.150X240CM PALMA 1722618,1,9500,0,0,,,,,,,
L3C,400,220,100553835,NAPPE RECT.150X200CM NAT.1722657,1,8500,0,0,,,,,,,
L3C,400,220,100553840,NAPPE RECT.150X240CM LOELIA 1722706,1,9500,0,0,,,,,,,
L3C,400,220,100553843,NAPPE RECT.150X240CM MADELY.1722729,1,9500,0,0,,,,,,,
L3C,400,220,100553844,NAPPE RECT.150X240CM COQ.RS.1722717,1,9500,0,0,,,,,,,
L3C,400,220,100553846,NAPPE RECT.150X240CM COT.GR.1722691,1,9500,0,0,,,,,,,
L3C,400,220,100553916,NAPPE RECT.150X240CM AHORA 1722660,1,9500,0,0,,,,,,,
L3C,400,220,100553919,NAPPE RECT.150X240CM NEHA 1722645,1,9500,0,0,,,,,,,
L3C,400,103,100553992,PARURE 140X200CM ALL.INKALA 1447330,1,9000,0,0,,,,,,,
L3C,400,103,100553998,PARURE 240X220CM ALL.GOYAVE 1642223,1,27500,4,0,,,,,,,
L3C,400,103,100554003,PARURE 3P.260X240CM ALL.MAD.1642512,1,16000,0,0,,,,,,,
L3C,400,103,100554005,PARURE 3P.240X220CM JIVARO 1642920,1,14000,0,0,,,,,,,
L3C,400,103,100554014,PARURE 3P.260X240CM PLACE 1642923,1,16000,0,0,,,,,,,
L3C,400,103,100554030,PARURE 3P.240X220CM MYSTIG.1643000,1,14000,0,0,,,,,,,
L3C,400,103,100554031,PARURE 3P.260X240CM TALISM.1643002,1,16000,0,0,,,,,,,
L3C,400,103,100554050,PARURE 3P.240X220CM CAP.NAT.1643100,1,16000,0,0,,,,,,,
L3C,400,103,100554052,PARURE 3P.240X220CM PALMICH.1643562,4,16000,0,0,,,,,,,
L3C,400,103,100554059,PARURE 3P.240X220CM SINTRA 1643330,1,12500,0,0,,,,,,,
L3C,400,103,100554067,PARURE 3P.260X240CM ASSANA 1643348,4,14000,0,0,,,,,,,
L3C,400,103,100554071,PARURE 3P.260X240CM MAREK 1643552,1,16000,0,0,,,,,,,
L3C,400,220,100559498,NAPPE RDE D180 POLY BEAU.JUNG.BC/RS,1,8500,0,0,,,,,,,
L3C,400,220,100559502,NAPPE RDE 180CL POLY COCOBELLO BC,1,8500,0,0,,,,,,,
L3C,400,220,100559507,NAPPE RECT150*240 POLY COCOBELLO BL,1,9500,0,0,,,,,,,
L3C,400,220,100559523,NAPPE RECT150*240 POLY PEACHY BLEU,1,9500,0,0,,,,,,,
L3C,400,220,100559524,NAPPE RECT 150*240 POLY PEACHY ROSE,1,9500,0,0,,,,,,,
L3C,400,220,100559525,NAPPE RECT150*240 POLY MELBA BLEU,1,9500,0,0,,,,,,,
L3C,400,220,100559534,NAPPE RONDE 180 POLY GRAZ.JN/VRT,1,8500,0,0,,,,,,,
L3C,400,220,100559546,NAPPE RDE 180 POLYESTER CALOUM NOIR,1,8500,0,0,,,,,,,
L3C,400,220,100559550,NAPPE RONDE 180 POLY FRESHY BLANC,1,8500,0,0,,,,,,,
L3C,400,220,100559552,NAPPE RDE 180CM POLY FRESHY MENTHE,1,8500,0,0,,,,,,,
L3C,400,220,100559560,NAPPE RDE 180CM POE LOFT URBAIN,1,8500,0,0,,,,,,,
L3C,400,220,100559563,NAPPE RDE 180CM POLY JOLINE JAUNE,1,8500,0,0,,,,,,,
L3C,400,230,100575228,RID.OEIL.140*240 MENPHIS NR 1606608,1,2450,0,0,,,,,,,
L3C,400,230,100575231,RID.OEIL.140*280SHNTGFUSCHIA1606755,1,8900,0,0,,,,,,,
L3C,400,230,100575236,RID.OEIL.140*280SHTNG VERT 1606757,1,3800,0,0,,,,,,,
L3C,400,230,100575237,RID.OEIL.140*260GALIP ANTHR.1408705,1,9775,0,0,,,,,,,
L3C,400,230,100575242,RID.OEIL.140*260VARVARA VERT1408685,12,4890,0,0,,,,,,,
L3C,400,230,100575243,RID.OEIL.140*260GOJI ANTHR.1408715,1,4890,0,0,,,,,,,
L3C,400,230,100575247,RID.OEIL.140*260 TOUMY 1408832,1,4890,0,0,,,,,,,
L3C,400,230,100575249,RID.OEIL.140*260 MIRADE ROSE1608153,1,4890,0,0,,,,,,,
L3C,400,230,100575253,RID.OEIL.140*260MIRADEMENTHE1608154,1,9775,0,0,,,,,,,
L3C,400,230,100575256,RID.OEIL.140*280 ORLANE 1608212,1,4890,0,0,,,,,,,
L3C,400,230,100575259,RID.OEIL.140*260JACQ.TRI.NAT1606868,1,4890,0,0,,,,,,,
L3C,400,230,100575260,RID.OEIL.140*260SOFIAN.ANTHR1605974,1,2950,0,0,,,,,,,
L3C,400,230,100575261,RID.OEIL.140*260SOFIANE BLEU1605971,1,2950,0,0,,,,,,,
L3C,400,230,100575264,RID.OEIL.140*260FILIANE MIEL1607564,1,4890,0,0,,,,,,,
L3C,400,230,100575265,RID.OEIL.140*240 TEXAS BLEU 1608944,1,4900,0,0,,,,,,,
L3C,400,230,100575266,RID.OEIL.140*240TEXAS ANTHR.1608946,12,4900,0,0,,,,,,,
L3C,400,231,100575270,COUSS.PASSEPOIL60*60FIL.MIEL1607596,1,5850,0,0,,,,,,,
L3C,400,231,100575274,COUSS.PASSEPOIL40*40FIL.MIEL1607588,1,3900,0,0,,,,,,,
L3C,400,103,100575283,PARURE 3P 240*220 LADYBIRD 1643128,1,10850,0,0,,,,,,,
L3C,400,230,100575286,PANNEAU.OEIL.140*240ORG.GRIS1625793,1,4250,0,0,,,,,,,
L3C,400,230,100575295,PANN.OEIL140*240PALMY OR RS 1626476,1,4890,0,0,,,,,,,
L3C,400,230,100575305,PANN.OEIL 140*2740 HESP NR 1625360,15,2950,0,0,,,,,,,
L3C,400,230,100575367,VOILAGE OEIL 140X240 HESP BL1408861,15,2950,0,0,,,,,,,
L3C,400,230,100575369,PAN.OEIL.140*240TRSFRT.LIOPH1408861,1,2950,0,0,,,,,,,
L3C,400,230,100575370,VOILAGE OEIL140X240 JAC NOISET16246,1,2900,0,0,,,,,,,
L3C,400,230,100575403,PAN.OEIL.140*240 EMBRUN JN 1625548,1,3350,0,0,,,,,,,
L3C,400,230,100575411,PANN.OEIL.140*240ZAPPY ANTHR1624938,1,3350,0,0,,,,,,,
L3C,400,230,100575414,PANN.OEIL.140*240 BAHRIA BC 1408646,1,3900,0,0,,,,,,,
L3C,400,230,100575502,PANN.OEIL.140*240 PHILINE BL1408696,1,3900,0,0,,,,,,,
L3C,400,230,100575503,PANN.OEIL.140*240HELIXMENTHE1625823,1,3900,0,0,,,,,,,
L3C,400,230,100575506,PANN.OEIL.140*240 HELIX JNE 1625821,1,3900,0,0,,,,,,,
L3C,400,230,100575507,PANN.OEIL.140*240 PAP.JNE 1625610,1,3900,0,0,,,,,,,
L3C,400,231,100575514,COUSSIN DEHOUS.COMPR.45*45BL1608243,1,2500,0,0,,,,,,,
L3C,400,231,100575516,COUSSIN DEHOUS.COMPR.45*45RS1608243,1,2500,0,0,,,,,,,
L3C,400,230,100575517,PANN.OEIL.140*240 SILOA ROSE1625990,1,4890,0,0,,,,,,,
L3C,400,230,100575519,PANN.OEIL.140*240 LOKI GRIS 1626407,1,4650,0,0,,,,,,,
L3C,400,231,100575521,COUSSIN PASSEPOIL 30*50 BOT.1408242,1,3250,0,0,,,,,,,
L3C,400,231,100575522,COUSSIN POMPONS30*50 BLEU 1608220,1,1600,0,0,,,,,,,
L3C,400,231,100575524,COUSSIN POMPONS30*50 BELLIS.1608189,1,3900,0,0,,,,,,,
L3C,400,103,100575545,PARURE 3P.240*220 STRASSY BC1643606,1,16000,0,0,,,,,,,
L3C,400,103,100575546,PARURE 3P.240*220 COCO CRUSH1643553,1,16000,0,0,,,,,,,
L3C,400,103,100575550,PARURE3P240*220ALLOVERBLACKY1643648,1,14000,0,0,,,,,,,
L3C,400,103,100575551,PARURE3P240*220ALOVERROSE/OR1643524,1,14000,0,0,,,,,,,
L3C,400,103,100575552,PARURE 3P240*220 MARINE/OR 1643528,1,14000,0,0,,,,,,,
L3C,400,103,100575556,PARURE 3P 240*220 ARTCHIC BL1643567,1,18900,0,0,,,,,,,
L3C,400,103,100575557,PARURE 3P 240*220 WINDSOR 1642508,1,14000,0,0,,,,,,,
L3C,400,103,100575558,PARURE 3P 240*220 ROMEO 1641042,1,14000,0,0,,,,,,,
L3C,400,103,100575561,PARURE 3P 260*240 STRASSY BC1643608,1,17000,0,0,,,,,,,
L3C,400,103,100575562,PARURE 3P 260*240 STRASSY BL1643609,1,17000,0,0,,,,,,,
L3C,400,103,100575563,PARURE 3P 260*240 LOVELINESS1643563,1,17000,0,0,,,,,,,
L3C,400,103,100575566,PARURE 3P 260*240 PALMICHOU 1643565,1,17000,0,0,,,,,,,
L3C,400,103,100575567,PARURE 3PP 260*240 NAGAYA 1643544,1,16000,0,0,,,,,,,
L3C,400,103,100575568,PARURE 3P 260*240 PINKY 1643645,1,16000,0,0,,,,,,,
L3C,400,103,100575569,PARURE 3P 260*240 PALMIBLUE 1643644,1,16000,0,0,,,,,,,
L3C,400,103,100575571,PARURE 3P 260*240 KATALINA 1643441,1,18500,0,0,,,,,,,
L3C,400,103,100575661,PARURE 3P 240*220 78F KELLY 1643431,1,18500,0,0,,,,,,,
L3C,400,103,100575663,PARURE 3P 260*240 78F KELLY 1643443,1,18500,0,0,,,,,,,
L3C,400,103,100575667,PARURE 3P 240*220 78F ALBAN 1643421,1,23900,0,0,,,,,,,
L3C,400,103,100575671,PARURE 3P 260*240 78F ALBAN 1643433,1,18500,0,0,,,,,,,
L3C,400,103,100575739,PARURE 2P 140*200 ORFEA BL 1643356,1,9000,0,0,,,,,,,
L3C,960,102,100575757,TABLIER+PCHE60*84COT.BROD.JN1790463,1,3900,0,0,,,,,,,
L3C,400,222,100575761,SAC PAIN 28*70 COT. BROD.JN1790469,6,4300,0,0,,,,,,,
L3C,960,102,100575762,TABLI.+PCHE60*84COT.BRO.KAKI1790462,1,6300,0,0,,,,,,,
L3C,400,222,100575770,SAC PAIN 28*70 COT.BROD.KAKI1790468,1,4300,0,0,,,,,,,
L3C,400,222,100575774,SAC PAIN 28*70 COT.BROD.NR 1790330,1,4900,0,0,,,,,,,
L3C,400,219,100575779,TORCHONS*3 40*40 CUISTOT JN 1790465,6,3750,0,0,,,,,,,
L3C,400,219,100575782,ESSUIE-MAIND60 EPNG CUISTOJN1730999,6,3550,0,0,,,,,,,
L3C,400,103,100597158,PARURE DRAP 4P ALLOVER ALID 1442757,4,39800,0,0,,,,,,,
L3C,400,103,100597161,PARURE DRAP 4P ALLOV BE BLU 1643805,4,43000,0,0,,,,,,,
L3C,400,103,100597162,PARURE DRAP 4P ALLOV BLIZZ 1442457,4,39800,0,0,,,,,,,
L3C,400,103,100597163,PARURE DRAP 4P ALLOV ERIN Nr1442471,4,39800,0,0,,,,,,,
L3C,400,103,100597164,PARURE DRAP 4P ALLOV GREENY 1442235,4,39800,0,0,,,,,,,
L3C,400,103,100597165,PARURE DRAP 4P ALLOV ISIGEO 1442733,4,39800,0,0,,,,,,,
L3C,400,103,100597166,PARURE DRAP 4P KYOTO    1442445,4,39800,0,0,,,,,,,
L3C,400,103,100597167,PARURE DRAP 4P LOVE YOU  1442462,4,39800,0,0,,,,,,,
L3C,400,103,100597168,PARURE DRAP 4P ALLOV MARIBL 1643803,4,43000,0,0,,,,,,,
L3C,400,103,100597169,PARURE DRAP 4P ALLOV VERDIT 1442389,4,39800,0,0,,,,,,,
L3C,400,200,100597170,2GANTS TOIL15X21CM EPJ.B BL 1801203,12,750,0,0,,,,,,,
L3C,400,201,100597171,SERVIE INV 30X50CM EP J.B BL1801209,12,750,0,0,,,,,,,
L3C,400,201,100597172,SERVI TOIL50X90CM EP J.B BLC1801215,6,3950,0,0,,,,,,,
L3C,400,202,100597173,DRAP DCHE70X130CM EP J.B BL 1801221,6,7390,0,0,,,,,,,
L3C,400,202,100597174,DRAP BAIN 90X150CM EP J.B BL1801277,6,11990,0,0,,,,,,,
L3C,400,131,100597175,TAPIS BAIN 50X85CM EP J.B BL1801233,6,7900,0,0,,,,,,,
L3C,400,200,100597176,2GANTS TOIL15X21 EP J.B BLE1801205,12,750,0,0,,,,,,,
L3C,400,201,100597177,SERVIE INV 30X50 EP J.B BLEU1801211,12,1490,0,0,,,,,,,
L3C,400,201,100597178,SERVIE TOIL 50X90 EP J.B BLE1801217,6,1990,0,0,,,,,,,
L3C,400,202,100597179,DRAP DCHE 70X130 EP J.B BLE1801223,6,7390,0,0,,,,,,,
L3C,400,202,100597180,DRAP BAIN 90X150 EP J.B BLE1801229,6,11990,0,0,,,,,,,
L3C,400,131,100597181,TAPIS BAIN 50X85 EP J.B BLE 1801235,6,7900,0,0,,,,,,,
L3C,400,200,100597182,2GANTS TOIL 15X21 EP J.B GR 1801204,12,750,0,0,,,,,,,
L3C,400,201,100597183,SERVIE INV 30X50 EP J.B GRI 1801210,12,750,0,0,,,,,,,
L3C,400,201,100597184,SERVIE TOIL 50X90 EP J.B GRI1801216,6,3950,0,0,,,,,,,
L3C,400,202,100597185,DRAP DCHE 70X130 EP J.B GRI 1801222,6,7390,0,0,,,,,,,
L3C,400,202,100597186,DRAP BAIN 90X150 EP J.B GRI 1801228,6,11990,0,0,,,,,,,
L3C,400,131,100597187,TAPIS BAIN 50X85 EP J.B GRI 1801234,6,7900,0,0,,,,,,,
L3C,400,200,100597188,2GANTS TOIL15X21 EP J.B KAKI1801201,12,750,0,0,,,,,,,
L3C,400,201,100597189,SERVIE INV 30X50 EP J.B KAKI1801207,12,750,0,0,,,,,,,
L3C,400,201,100597190,SERVIE TOIL 50X90 EP J.B KAK1801213,6,1990,0,0,,,,,,,
L3C,400,202,100597191,DRAP DCHE 70X130 EP J.B KAKI1801219,6,7390,0,0,,,,,,,
L3C,400,202,100597192,DRAP BAIN 90X150 EP J.B KAKI1801225,6,11990,0,0,,,,,,,
L3C,400,131,100597193,TAPIS BAIN 50X85 EP J.B KAKI1801231,6,7900,0,0,,,,,,,
L3C,400,200,100597194,2GANTS TOIL 15X21 EP J.B MIE1801206,12,750,0,0,,,,,,,
L3C,400,201,100597195,SERVIE INV 30X50 EP J.B MIE 1801212,12,750,0,0,,,,,,,
L3C,400,201,100597196,SERVIE TOIL 50X90 EP J.B MIE1801218,6,1990,0,0,,,,,,,
L3C,400,202,100597197,DRAP DCHE 70X130 EP J.B MIEL1801224,6,7390,0,0,,,,,,,
L3C,400,202,100597198,DRAP BAIN 90X150 EP J.B MIE 1801230,6,11990,0,0,,,,,,,
L3C,400,131,100597199,TAPIS BAIN 50X85 EP J.B MIEL1801239,6,7900,0,0,,,,,,,
L3C,400,200,100597200,2GANTS TOIL 15X21 EP J.B RSE1801202,12,750,0,0,,,,,,,
L3C,400,201,100597201,SERVIET INV 30X50 EP J.B RSE1801208,12,750,0,0,,,,,,,
L3C,400,201,100597202,SERVI TOIL 50X90 EP J.B ROS 1801214,6,3950,0,0,,,,,,,
L3C,400,202,100597203,DRAP DCHE 70X130 EP J.B ROS 1801220,6,7390,0,0,,,,,,,
L3C,400,202,100597204,DRAP BAIN 90X150 EP J.BE ROS1801226,6,11990,0,0,,,,,,,
L3C,400,131,100597205,TAPIS BAIN 50X85 EP J.B ROS 1801232,6,7900,0,0,,,,,,,
L3C,400,220,100597753,NAPPE RE 150X240CM PO SWEET 1722613,6,6700,0,0,,,,,,,
L3C,400,220,100597754,NAPPE REC 150X240 P.RSE/OR 1722662,6,6700,0,0,,,,,,,
L3C,400,220,100597755,NAPPE RE 140X240CM POLY G/BL1730819,6,6700,0,0,,,,,,,
L3C,400,220,100597756,NAPPE RE 140X240CM PAP.FI.TA1722223,6,6700,0,0,,,,,,,
L3C,400,220,100597757,NAPPE RECT 140X250CM JA RSE 1722177,6,6700,0,0,,,,,,,
L3C,400,220,100597758,NAP REC 140X300CM J RSE VBLC1722183,6,8450,0,0,,,,,,,
L3C,400,220,100597759,NAP RECT 140X300CM J.TIV NAT1722204,6,8450,0,0,,,,,,,
L3C,400,220,100597760,NAP RDE 180CM POLY PH ANAN 1722432,6,5850,0,0,,,,,,,
L3C,400,220,100597761,NAPPE RONDE 180CM POLY EPIN 1722449,6,5850,0,0,,,,,,,
L3C,400,231,100597768,COUSSIN DEHOUS DEPERL50*50 172297,6,13900,0,0,,,,,,,
L3C,400,231,100597769,COUSSIN DEHOUS DEPERL40*60 1722970,6,13900,0,0,,,,,,,
L3C,400,220,100597792,NAPPE RE 140X240CM POLY MEN 1731196,6,9900,0,0,,,,,,,
L3C,400,220,100597793,NAPPE RE 140X240CM PO EMERA 1731198,6,9900,0,0,,,,,,,
L3C,400,220,100597794,NAPPE RE 140X240CM PO MOUT 1731197,6,9900,0,0,,,,,,,
L3C,400,220,100597795,NAPPE RE 140X240CM PO FUCHS 1731199,6,9900,0,0,,,,,,,
L3C,400,220,100597796,NAPPE RE 140X240CM PO PUEBL 1731195,6,9900,0,0,,,,,,,
L3C,400,220,100597797,NAPPE RE 140X240CM PO MOUTA 1731193,6,9900,0,0,,,,,,,
L3C,400,220,100597798,NAPPE RE 140X240CM POE EMER 1731194,6,9900,18,0,,,,,,,
L3C,400,220,100597799,NAPPE RE 140X240CM PO MENT 1731192,6,9900,0,0,,,,,,,
L3C,400,219,100597802,TORCHON 50X70CM COT TIS GR 1731201,12,3350,6,0,,,,,,,
L3C,400,219,100597803,TORCHON 50X70CM CO TIS RGE  1731202,12,3350,0,0,,,,,,,
L3C,400,219,100597804,TORCHON 50X70CM CO TIS JNE 1731204,12,3350,0,0,,,,,,,
L3C,400,219,100597805,TORCHON 50X70CM CO TIS KAKI 1731205,12,3350,12,0,,,,,,,
L3C,400,219,100597806,TORCHONS*3 50X70CM CO KAKI 1731004,6,3990,0,0,,,,,,,
L3C,400,219,100597807,TORCHON 50X70CM CO IMP COOK 1731219,12,3350,0,0,,,,,,,
L3C,400,219,100597808,TORCHON*2 50X70CM EP.MI RGE 1730657,6,4990,0,0,,,,,,,
L3C,400,219,100597809,TORCHON*3 50X70CM CO UT TAU 1730647,6,3990,0,0,,,,,,,
L3C,400,219,100597810,TORCHON*3 50X70CM CO UT RGE 1730645,6,3990,0,0,,,,,,,
L3C,400,219,100597811,TORCHON*3 50X70CM CO UT JNE 1731005,6,3990,0,0,,,,,,,
L3C,400,219,100597812,TORCHON*2 50X70CM EP MIN TA 1730659,6,4990,0,0,,,,,,,
L3C,400,219,100597813,TORCHON*2 50X70CM EP MI KAKI1731000,6,4990,0,0,,,,,,,
L3C,400,219,100597814,TORCHON*2 50X70CM EP MIN JNE1731001,6,4990,0,0,,,,,,,
L3C,400,104,100617304,HOUSSE COUS 40x40 VELOU OR K 160941,12,5900,0,0,,,,,,,
L3C,400,104,100617305,HOUSSE COUS40x40 VELOU OR P 1609413,12,5900,0,0,,,,,,,
L3C,400,104,100617306,HOUSSE COUS40x40 VELOUR CHRI 160942,12,5900,0,0,,,,,,,
L3C,400,104,100617307,HOUSSE COUS40x40 VELOU OR FE 160941,12,5900,0,0,,,,,,,
L3C,400,104,100617308,HOUSSE COUS 40x40 CTON BLEU 1609410,12,5900,0,0,,,,,,,
L3C,400,104,100617309,HOUSSE COUS 40x40 VEL OR FL 1611785,12,5900,0,0,,,,,,,
L3C,400,104,100617310,HOUSSE COUS40x40 CTON OR NIN 161178,12,5900,0,0,,,,,,,
L3C,400,104,100617311,HOUSSE DE COUS40x40 CTON OR  160939,12,5900,0,0,,,,,,,
L3C,400,104,100617312,HOUSSE COUS40x40 CTON OR GEO 160940,12,5900,0,0,,,,,,,
L3C,400,104,100617313,HOUSSE COUS FRANGE40x40 POLY 160942,12,5900,0,0,,,,,,,
L3C,400,104,100617314,HOUSSE COUS60x60 CTON OR CAR 161103,12,8900,24,0,,,,,,,
L3C,400,104,100617315,HOUSSE COUS60x60 VELOUR OR P 161104,12,8900,0,0,,,,,,,
L3C,400,104,100617316,HOUSSE COUS60x60 VELOU OR JO 161104,12,8900,30,0,,,,,,,
L3C,400,104,100617317,HOUSSE COUS60x60 VELOU OR FE 161104,12,8900,0,0,,,,,,,
L3C,400,104,100617318,HOUSSE COUS60x60 VELOU OR JO 161104,12,8900,30,0,,,,,,,
L3C,400,104,100617319,HOUSSE COUS30x50 CTON OR DOR 161103,12,5900,0,0,,,,,,,
L3C,400,104,100617320,HOUSSE COUS30x50 VELOU OR FE 161103,12,5900,0,0,,,,,,,
L3C,400,104,100617321,HOUSSE COUS30x50 VELOU OR  VI 16110,12,5900,12,0,,,,,,,
L3C,400,104,100617322,HOUSSE COUS30x50 VELOU OR PR 161103,12,5900,0,0,,,,,,,
L3C,400,104,100617323,HOUSSE COUS40x40 IMIT CAR AN 161148,12,5900,0,0,,,,,,,
L3C,400,104,100617324,HOUSSE COUS40x40 IMIT CARIBO 161159,12,5900,0,0,,,,,,,
L3C,400,104,100617325,HOUSSE COUS40x40 IMIT CAR NA 161148,12,5900,0,0,,,,,,,
L3C,400,231,100617326,COUSSIN DEHOUS30x50 VE CALLI 160943,6,10900,0,0,,,,,,,
L3C,400,231,100617327,COUSSIN DEHOUS30x50 VE UNI+B 160897,6,8990,0,0,,,,,,,
L3C,400,231,100617328,COUSSIN DEHOUS30x50 VE MET J 161181,6,10900,0,0,,,,,,,
L3C,400,231,100617329,COUSSIN DEHOUS30x50 VE MET B 161181,6,10900,0,0,,,,,,,
L3C,400,231,100617330,COUSSIN DEHOUS30x50 POLYEST 1608557,6,9900,0,0,,,,,,,
L3C,400,231,100617331,COUSSIN DEHOUS30x50 CTON OR 1608575,6,10900,0,0,,,,,,,
L3C,400,231,100617332,COUSSIN DEHOUS30x50 CTON REC 160875,6,10900,0,0,,,,,,,
L3C,400,231,100617333,COUSSIN DEHOUS30x50 VE OR RE 160897,6,10900,0,0,,,,,,,
L3C,400,231,100617334,COUSSIN DEHOUS30x50 POLYEST 1608556,6,9900,0,0,,,,,,,
L3C,400,231,100617335,COUSSIN DEHOUS30x50 DINOLAND 160966,6,8990,0,0,,,,,,,
L3C,400,231,100617336,COUSSIN DEHOUS30x50 POLYEST 1722965,6,8400,0,0,,,,,,,
L3C,400,231,100617337,COUSSIN DEHOUS30x50 POLYEST 1722964,6,6500,0,0,,,,,,,
L3C,400,220,100617339,NAPPE RECT150x240 POLYES IMP 172292,6,12900,0,0,,,,,,,
L3C,400,220,100617340,NAPPE ROND 180CM POLYES IMP 1722902,6,11500,0,0,,,,,,,
L3C,400,231,100617341,COUSSIN PASSEPOIL30x50 POLY  161115,6,8990,0,0,,,,,,,
L3C,400,231,100617342,COUSSIN PASSEPOIL30x50 POLY  161116,6,8990,0,0,,,,,,,
L3C,400,231,100617343,COUSSIN PASSEPOIL40x40 POLYE 161115,6,8990,0,0,,,,,,,
L3C,400,231,100617344,COUSSIN PASSEPOIL40x40 POLYE 161115,6,8990,0,0,,,,,,,
L3C,400,231,100617345,COUSSIN DEHOUS40x40 VELOU OR 161116,6,10900,0,0,,,,,,,
L3C,400,231,100617346,COUSSIN DEHOUS40x40 VELOU OR 161116,6,10900,0,0,,,,,,,
L3C,400,231,100617347,COUSSIN DEHOUS40x40 VELOU U 1609763,6,8990,0,0,,,,,,,
L3C,400,231,100617348,COUSSIN DEHOUS40x40 VELOU U 1609762,6,8990,0,0,,,,,,,
L3C,400,231,100617349,COUSSIN DEHOUS DEPERL50*50  172298,6,8990,0,0,,,,,,,
L3C,400,131,100617350,TAPI 2 BAIN45x75 MCROFI BC 6GMB338B,6,7300,0,0,,,,,,,
L3C,400,131,100617351,TAPI 2 BAIN50x120 MCROFI BC 1801465,6,14900,0,0,,,,,,,
L3C,400,220,100641743,NAPPE RECT150x240 POLY MIRAL1723116,6,11700,0,0,,,,,,,
L3C,400,220,100641745,NAPPE RDE D180 MIRALINE 1723112,6,9995,0,12,,,,,,,
L3C,400,220,100641746,NAPPE RECT150x240 POLY MOKA 1723028,6,11700,0,0,,,,,,,
L3C,400,220,100641747,NAPPE RDE D180 CM POLY MOKA 1723024,6,9995,0,0,,,,,,,
L3C,400,220,100641748,NAPPE RECT150x240 POLY MENTO1723119,6,11700,0,0,,,,,,,
L3C,400,220,100641749,NAPPE RDE  D180 POLY INDIANA1723132,6,9995,0,0,,,,,,,
L3C,400,220,100641750,NAPPE RECT150x240 POLY INDIA1723133,6,11700,0,0,,,,,,,
L3C,400,220,100641751,NAPPE RDE D180 CTON ANDRIA 1731283,6,14700,0,0,,,,,,,
L3C,400,220,100641752,NAPPE RDE D180 CM POLY EROS 1722974,6,9995,0,0,,,,,,,
L3C,400,220,100641753,NAPPE RDE D180 POLY HAVAN K 1722896,6,9995,0,0,,,,,,,
L3C,400,220,100641754,NAPPE RDE D180 POLY HAVAN M 1722895,6,9995,0,0,,,,,,,
L3C,400,220,100641755,NAPPE RDE D180 ARTCHIC BL 1722890,6,9995,0,12,,,,,,,
L3C,400,220,100641756,NAPPE RDE D180 ARTCHIC BLEU 1722863,6,9995,0,12,,,,,,,
L3C,400,220,100641757,NAPPE RDE D180 POL  ARTC ANT1722892,6,9995,0,0,,,,,,,
L3C,400,220,100641758,NAPPE RDE  D180 POLY HAW BLC1722899,6,9995,0,0,,,,,,,
L3C,400,220,100641759,NAPPE RDE D180 POLY GEOP BLE1722582,6,9995,0,0,,,,,,,
L3C,400,220,100641760,NAPPE RDE D180 CM POLY MELIS1723023,6,9995,0,0,,,,,,,
L3C,400,103,100648953,PARURE 2P.140x200  A LEONAR 1643898,6,8900,0,0,,,,,,,
L3C,400,103,100648956,PARURE 2 P.140x200 A DINOBLU1643899,6,8900,0,0,,,,,,,
L3C,400,103,100648957,PARURE 2 P.140x200 HERMINE 1643901,6,7900,0,0,,,,,,,
L3C,400,103,100648958,PARURE 3 P. 260x240 GABI 1644018,4,23990,0,0,,,,,,,
L3C,400,103,100648959,PARURE 3P.260x240 RYTMO GRI 1644024,4,23990,0,0,,,,,,,
L3C,400,103,100648960,PARURE 3P.240x220 EMELIN NAT1644030,4,21950,0,0,,,,,,,
L3C,400,103,100648961,PARURE 2P.140x200 SUZAN ANTH1644151,4,15550,0,0,,,,,,,
L3C,400,103,100648962,PARURE 3P.240x220 ARCADIA 1644155,4,22590,0,0,,,,,,,
L3C,400,103,100648963,PARURE 3P.240x220 BONNIE 1644156,4,22590,0,0,,,,,,,
L3C,400,103,100648964,PARURE 3P.240x220PASTIL TAUP1644162,4,22590,0,0,,,,,,,
L3C,400,103,100648965,PARURE 3P.240x220SIROCO SAUG1644167,4,22590,0,0,,,,,,,
L3C,400,103,100648966,PARURE 3P.260x240SUZAN ANTH 1644173,4,25800,0,0,,,,,,,
